lang,variant,target,vuln_id,pkg_name,installed_version,fixed_version,severity
go,naive,harden-go:naive (debian 13.5),CVE-2011-3374,apt,3.0.3,,LOW
go,naive,harden-go:naive (debian 13.5),TEMP-0841856-B18BAF,bash,5.2.37-2+b9,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2017-13716,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20673,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20712,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-9996,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2021-32256,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11081,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11082,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11083,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11412,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11413,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11414,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1147,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1148,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1149,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11494,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11495,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1150,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1151,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1152,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1153,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1176,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1178,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1180,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1181,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1182,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11839,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11840,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-3198,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5244,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5245,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66861,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66862,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66863,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66864,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66865,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66866,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69644,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69645,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69646,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69647,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69648,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69649,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69650,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69651,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69652,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7545,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7546,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-8225,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3441,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3442,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-4647,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6844,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6845,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6846,binutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2017-13716,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20673,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20712,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-9996,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2021-32256,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11081,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11082,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11083,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11412,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11413,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11414,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1147,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1148,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1149,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11494,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11495,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1150,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1151,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1152,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1153,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1176,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1178,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1180,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1181,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1182,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11839,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11840,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-3198,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5244,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5245,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66861,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66862,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66863,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66864,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66865,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66866,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69644,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69645,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69646,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69647,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69648,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69649,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69650,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69651,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69652,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7545,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7546,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-8225,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3441,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3442,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-4647,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6844,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6845,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6846,binutils-aarch64-linux-gnu,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2017-13716,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20673,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20712,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-9996,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2021-32256,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11081,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11082,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11083,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11412,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11413,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11414,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1147,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1148,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1149,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11494,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11495,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1150,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1151,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1152,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1153,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1176,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1178,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1180,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1181,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1182,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11839,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11840,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-3198,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5244,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5245,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66861,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66862,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66863,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66864,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66865,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66866,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69644,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69645,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69646,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69647,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69648,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69649,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69650,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69651,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69652,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7545,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7546,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-8225,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3441,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3442,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-4647,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6844,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6845,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6846,binutils-common,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-27456,bsdutils,1:2.41-5,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-3184,bsdutils,1:2.41-5,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-0563,bsdutils,1:2.41-5,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-14104,bsdutils,1:2.41-5,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2017-18018,coreutils,9.7-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5278,coreutils,9.7-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-5773,curl,8.14.1-2+deb13u3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2026-6276,curl,8.14.1-2+deb13u3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2026-1965,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-3783,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-3784,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-3805,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-4873,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-5545,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-6253,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-6429,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-7168,curl,8.14.1-2+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2025-10966,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-14017,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-14524,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-14819,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-15079,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-15224,curl,8.14.1-2+deb13u3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,dirmngr,2.4.7-21+deb13u1+b3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,dirmngr,2.4.7-21+deb13u1+b3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,dirmngr,2.4.7-21+deb13u1+b3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-1000021,git,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2022-24975,git,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2024-52005,git,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-1000021,git-man,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2022-24975,git-man,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2024-52005,git-man,1:2.47.3-0+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gnupg,2.4.7-21+deb13u1,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gnupg,2.4.7-21+deb13u1,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gnupg,2.4.7-21+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gnupg-l10n,2.4.7-21+deb13u1,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gnupg-l10n,2.4.7-21+deb13u1,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gnupg-l10n,2.4.7-21+deb13u1,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gpg,2.4.7-21+deb13u1+b3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gpg,2.4.7-21+deb13u1+b3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gpg,2.4.7-21+deb13u1+b3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gpg-agent,2.4.7-21+deb13u1+b3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gpg-agent,2.4.7-21+deb13u1+b3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gpg-agent,2.4.7-21+deb13u1+b3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gpgconf,2.4.7-21+deb13u1+b3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gpgconf,2.4.7-21+deb13u1+b3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gpgconf,2.4.7-21+deb13u1+b3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-24882,gpgsm,2.4.7-21+deb13u1+b3,,HIGH
go,naive,harden-go:naive (debian 13.5),CVE-2025-68972,gpgsm,2.4.7-21+deb13u1+b3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-3219,gpgsm,2.4.7-21+deb13u1+b3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2011-3374,libapt-pkg7.0,3.0.3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2017-13716,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20673,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-20712,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2018-9996,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2021-32256,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11081,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11082,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11083,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11412,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11413,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11414,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1147,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1148,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1149,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11494,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11495,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1150,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1151,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1152,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1153,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1176,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1178,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1180,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1181,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-1182,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11839,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-11840,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-3198,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5244,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-5245,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66861,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66862,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66863,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66864,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66865,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-66866,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69644,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69645,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69646,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69647,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69648,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69649,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69650,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69651,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-69652,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7545,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-7546,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-8225,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3441,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-3442,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-4647,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6844,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6845,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-6846,libbinutils,2.44-3,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-27456,libblkid1,2.41-5,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-3184,libblkid1,2.41-5,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2022-0563,libblkid1,2.41-5,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2025-14104,libblkid1,2.41-5,,LOW
go,naive,harden-go:naive (debian 13.5),CVE-2026-42250,libbz2-1.0,1.0.8-6,,UNKNOWN
go,naive,harden-go:naive (debian 13.5),CVE-2026-5435,libc-bin,2.41-12+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-5450,libc-bin,2.41-12+deb13u3,,MEDIUM
go,naive,harden-go:naive (debian 13.5),CVE-2026-5928,libc-bin,2.41-12+deb13u3,,MEDIUM
